"id","city","fullSummary"
"111","New York, NY, USA","Data Scientist & Senior Data ScientistLocation: New York, NYHave the opportunity to join a fast growing Biotech Analytics firm located in New York City as a Data Scientist or Senior Data Scientist to join their statistical / machine learning team. This firm is a research-driven natural science and precision medicine company focused on maximizing reproductive medicine through fertility analytics. You will need to have a deep expertise in data science with a desire to work with large clinical datasets. This is a great opportunity for an individual to leverage their experience and skills in data analytics to make a meaningful impact on reproductive medicine.Responsibilities:ï Working with large scale structured and unstructured clinical data.ï Applying standard statistical analysis and machine learning techniques in an R&D setting.ï Developing standardized and automated processing pipelines to prepare data for analytic activities.ï Planning and executing analytic solutions for scientific audits, reviews, and reports with minimal supervision.ï Designing, developing, and maintaining databases for scientific and commercial applications.ï Setting up and working on compute clusters and parallel computing.An ideal candidate would have the following academic background and concrete skills (Required Skills):ï Masterís or PhD in biostatistics, computer science or a similar discipline is required.ï Minimum of 2+ years of professional Data Science, Statistical Analysis and/or Machine Learning experience.ï You should have an understanding of Bayesian decision theory, Support Vector Machines (SVM), Markov modeling, clustering, survival analysis, and other standard analytical methods used for regression and classification problems.ï Proficiency in SQL, NoSQL, or MongoDB programing.ï Proficiency in modeling and programming with R, Matlab, or Python. Any C/C++ would be a plus.ï A proven publication record, along with strong organizational, writing, and communication skills. The ideal candidate will have the following characteristics (Desired Skills):ï Enjoys working in a highly collaborative environment with a diverse team to tackle complex problemsï Is disciplined and driven to deliver ongoing research resultsï Has a positive attitude with a willingness to roll up their sleeves and do what it takes to get the job doneï Is highly organizedï Is a strong written and verbal communicatorï Has a hard work ethic with emphasis on executionMore about our Bio-Tech client:Our client is leveraging proprietary access to large clinical datasets to drive data-driven decision-making through our SaaS data fusion platform. They are also generating whole genome datasets that expand their understanding of how a womanís personal genetic signature relates to her fertility potential. These genetic feature sets, together with the clinical metrics, will power the next generation release of their SaaS platform. The firmís leadership team includes a diverse group of world-class scientists and professionals."
"112","New York, NY, USA","Apply here:https://jobs.lever.co/amenityanalytics/f9c976f0-2708-4579-81c0-07c2468b5b71?lever-origin=applied&lever-source%5B%5D=ZipRecruiterWe are hiring an expert Data Scientist/Machine Learning specialist to come and join a cognitive computing start up in New York, NY. You will be working on deep learning frameworks and as the successful Data Scientist you will have extensive experience with interpreting data and other deep learning tools & frameworks. You will be using Using cutting-edge technologies to build scalable machine learning and AI technologies that solve some of the hardest problems faced in the financial services sector.RequirementsSelecting features, building and optimizing classifiers using machine learning techniquesData mining using state-of-the-art methods5 years of python +Extending companyís data with third party sources of information when neededEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerCreating automated anomaly detection systems and constant tracking of its performanceQualificationsStrong problem solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.Excellent written and verbal communication skills for coordinating across teams.A drive to learn and master new technologies and techniques.Weíre looking for someone with at least 3 years of experience manipulating data sets and building statistical models, has a Masterís or PHD in Statistics, Mathematics, Computer Science or another quantitative fieldCoding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.Apply here:https://jobs.lever.co/amenityanalytics/f9c976f0-2708-4579-81c0-07c2468b5b71?lever-origin=applied&lever-source%5B%5D=ZipRecruiter"
"113","New York, NY, USA","As Data Scientist, youll utilize advanced quantitative & statistical analysis techniques to drive business model innovation for Via, and work closely with our CEO & senior management to help drive decisions.Responsibilities:Adeptly interpret and utilize mass quantities of data to generate innovative hypotheses & insightsUse sophisticated statistical methods to solve problems, leveraging up-to-date academic research and toolsQuantitatively test hypotheses about customer and driver behavior using large sets of proprietary data; leverage results to increase conversion and retention at every touch pointDesign and implement novel experiments to better understand current operation as well as expansion to new marketsYou:Obsessed with data; analytical and rigorous, with a thorough understanding of statistics and machine learningExtraordinary communicator with demonstrated writing and editing skills.Passionate about elegant visualization; you understand the importance of graphic techniques in communicating a quantitative idea effectivelyDeep understanding of business concepts within strategy, operations, and marketingHave a Masters Degree or PhD from a top-tier university (statistics, machine learning, physics, math, systems biology, or highly quantitative fields in social sciences), including 2+ years of graduate-level research experience (or the equivalent)Have experience with predictive modeling and statistical analysis techniques in a business environmentMastery in some or all of the following: SQL, Python, R, and TableauVia offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.Via is an equal opportunity employer."
"114","Seattle, WA, USA","The Seattle Cancer Care Alliance (SCCA), located in Seattle, Washington, is part of a dynamic collaboration among three organizations known nationally and internationally for their patient care and research: Fred Hutchinson Cancer Research Center, University of Washington, and Seattle Children's. Over the past 25 years, these institutions have worked together to support their mission of adult and pediatric oncology patient care services, research and education.SCCA's Advanced Analytics Program harnesses the power of data to help SCCA deliver state of the art cancer care. The Data Scientist will join this growing team of innovative, results-oriented and collaborative professionals who employ advanced analytics to improve the experience of our patients, providers staff. We combine data science expertise with a deep understanding of oncology data and strong clinical and business partnerships to deliver valuable products and demonstrate the extraordinary opportunities for analytics in healthcare. The Data Scientist is a critical member of this team who will inform our strategy, expand our capabilities, and deliver solutions that make SCCA a national leader in analytics for oncology.ResponsibilitiesBuild positive, productive relationships with clinical and business partners to understand their information needs, identify data science opportunities, and ensure our products add value. Partners may include SCCA executives, directors and managers, providers, researchers, administrators, clinical staff, and outside institutions or agenciesDevelop a robust understanding of SCCA's data and data systems ñ financial, operational and clinical ñ to ensure effective, reliable, and responsible use of dataBuild solutions that apply machine learning techniques to address complex business problems, derive actionable insights, and maximize decision-making confidenceLead or participate in all aspects of solution development, including exploratory data analysis, feature selection engineering, model build, testing and deploymentCreate data visualizations and present solutions to technical and non-technical audiencesIdentify and implement industry best practices for data science in healthcareMake recommendations on technical infrastructure, analytic competencies, and project selection to inform and execute the strategy of the Advanced Analytics ProgramQualificationsRequiredBA/BS in computer science, statistics, healthcare informatics or similar degree5+ years of applicable analytics or data science experienceDeep knowledge of machine learning techniques, such as statistical modeling, predictive modeling, natural language processingDemonstrated ability to apply machine learning to solve complex business problemsProficiency in Python or R programmingExtensive experience in exploratory data analysis, feature engineering, and data visualizationExperience with SQL relational databasesAbility to communicate and collaborate effectively with technical and non-technical audiencesHigh degree of personal initiative and strong problem-solving skillsPreferredMaster's degree or in computer science, statistics, healthcare informatics or similar degreeFamiliarity with industry and/or experience working with healthcare data, especially in oncology or population healthExperience with model explanation/interpretation methodologies, such as LIME or Shapley valuesStrong data visualization skills"
"115","Seattle, WA, USA","We leverage our rich datasets to find solutions to problems ranging from safety to fraud. Weíre a hands on team interested in the end to end data lifecycle: from wrangling data to understanding the tradeoffs between model complexity and deployment in production. If youíre passionate about solving complex problems with immediate real-world impact, we want you!Job SummaryTest and validate these insights via rapid experimentation and deployment Generate multivariate statistical models to identify latent factors, preventive and preemptive capabilities that the trust framework requiresResponsibilitiesTranslate these intuitions into actionable, creative insights that produces heuristic or classification models to identify and take down those who violate our Terms of Services * Test and validate these insights via rapid experimentation and deployment * Develop creative algorithms by employing machine learning, and data mining techniques * Contribute to teamís innovation and IP creation * Build, validate, test, and deploy machine learning models (e.g. predictive, forecasting, clustering) using proven and experimental techniques. Deploy an online learning model where applicable * Define hypotheses, develop and execute necessary tests, experiments, and analyses to prove or disprove them * Translate data speak to human speak by effectively conceptualizing analysis to team members and business stakeholdersExperience* Proficient in RDBMS such as PostgresQL or MySQL; and statistical programming in languages like R, Python, Java, C++ or SAS * Experience in ETL, feature selections, modeling, model validation and conducting data analyses using R, SQL, Python or any JVM languages * Deep understanding and implementation experience of predictive modeling algorithms such as logistic regression, neural networks, forward propagation, decision trees and heuristic models, with familiarity dealing with trade offs between model performance and business needs * Experience in interfacing with other teams and departments to deliver impact solutions for organization Self-motivated, independent learner, and enjoy sharing knowledge with team members Detail-oriented and efficient time manager in a dynamic and fast-paced working environmentBachelors degree in Computer Science."
"116","Seattle, WA, USA","DLVR features offices in Seattle and Phoenix and here is your opportunity to join a well-funded, established startup as our first Data Scientist. The ideal candidate has at least 1-2 years of experience as well as the ability and drive to lead this function in their next role. You prefer to work in a small team, and are excited to build a high throughput and highly available system.Requirements:BS, MS or PhD degree in a quantitative discipline (applied mathematics, statistics, computer science, operations research, or related field)Experience as a Programmer - Python, Perl, Java, and/or C++Good Knowledge of SQL (1-2 years) creating advanced queries in a high impact roleExperience utilizing and presenting both qualitative analysis (e.g., content analysis, phenomenology, hypothesis testing) and quantitative analysis techniques (e.g., clustering, regression, pattern recognition, descriptive and inferential statistics)Experience in collaborating across multiple job functions (engineering, product, sales) directly to understand their requirements and provide data which can help them observe patterns and spot anomaliesExtra Points:Understanding of modern video network protocols (HLS/Dash)You are a critical thinker with the ability to question the convention and consider multiple scenarios.Experience with Pandas, Scikit and/or TensorFlowDLVR, an equal opportunity employer, offers a competitive salary, stock options, excellent benefits, casual work environment, and an opportunity to join an early stage start up with a proven executive team who values your input and ideas.For more information, or to be considered for this position please provide your resume/CV, and github, etc. if available."
"117","Bellevue, WA, USA","Quant AI is transforming patent portfolio management using advanced big data & machine learning analytics. We are a startup in Bellevue, WA with a great culture and team that includes industry veterans, leading data science academics, and top engineering talent at the forefront of scientific computing. This position is an opportunity to get in on the ground floor of a high-growth company that is squarely at the center of the data science revolution.We are looking for a Data Scientist who will implement innovative machine learning based approaches that provide actionable insights into patent management. Your ability to refine Neural Network and Nearest Neighbor classifiers to solve real world problems, and your experience working with big data are the keys to this opportunity. This is a chance to make your mark in an exciting field -- the successful candidate will have considerable influence in the design and direction of our products. If you are looking for a role where you can further your career and make a difference, and you are looking for a friendly, collaborative, work environment that offers a competitive salary and great benefits, we should talk!ResponsibilitiesWork directly with scientists in the field who are actively inventing methods that apply to our products.Use R and Python to implement and validate new AI methods and refine existing methods.Assist with data analysis and ingestion with the goal of improving predictive accuracy and performance.ExperienceMS or higher in Statistics, Applied Math, Operations Research, or a related quantitative field - applicable experience considered.Experience implementing models and using programming and scripting (especially Python, R, and/or Matlab).2+ years applicable experienceThe WrapWe are an Equal Opportunity Employer and love diversity. All qualified applicants will be given consideration for employment regardless of race, color, religion, sex, national origin, age, or disabilities. You must be authorized to work in the US. While this is an in-office role, we offer flexibility for your commute and personal matters.This is your chance to leapfrog your career and be part of a high-growth venture in the AI/Data Science space - and to be part of a resounding success story!"
"118","Bellevue, WA, USA","Data ScientistBittrex, the premier U.S. blockchain trading platform, seeks a Data Scientist. Founded by three cybersecurity engineers in 2014, the mission of Bittrex is to catalyze advancement of the blockchain industry by fostering innovation and incubating new and emerging technology. We are looking for a disruptive, fintech game-changer to lead the financial direction of the company. The Data Scientist will play a critical role, providing decision-differentiating data to leadership, enabling them to respond quickly and accurately for optimal business impact, based on algorithmically derived data and predictive analytics. This is a unique, high visibility opportunity for someone who wants to have business impact, dive deep into large-scale economic problems, and enable measurable actions on global cryptocurrency adoption. We are particularly interested in candidates with experience building predictive models, analyzing large amounts of historical data, conducting time critical analyses, and providing recommendations to business leaders RequirementsBachelor's degree in math, economics, engineering, statistics or related discipline is required 5+ years professional experience in machine learning, statistical modeling, data mining and analytics techniques Experience with SQL and big data technologies Demonstrated ability to manage and prioritize workload and roadmaps Familiarity with data visualization tools Preferred QualificationsExperience with Python/R or other machine learning software Apply statistical and machine learning methods to solve business problems Use analytical insights to help increase teams' effectiveness against key strategic goals. Deal with ambiguity, conduct deep dive analyses on business problems and formulate conclusions Acquire, understand and analyze large and complex datasets Work closely with SDEs, and Data Engineers to drive model/solution development, improve data quality, and validate models. Bittrex is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances."
"119","","The Seattle Cancer Care Alliance (SCCA), located in Seattle, Washington, is part of a dynamic collaboration among three organizations known nationally and internationally for their patient care and research: Fred Hutchinson Cancer Research Center, University of Washington, and Seattle Children's. Over the past 25 years, these institutions have worked together to support their mission of adult and pediatric oncology patient care services, research and education.†SCCAís Advanced Analytics Program harnesses the power of data to help SCCA deliver state of the art cancer care. The Data Scientist will join this growing team of innovative, results-oriented and collaborative professionals who employ advanced analytics to improve the experience of our patients, providers and staff. We combine data science expertise with a deep understanding of oncology data and strong clinical and business partnerships to deliver valuable products and demonstrate the extraordinary opportunities for analytics in healthcare. The Data Scientist is a critical member of this team who will inform our strategy, expand our capabilities, and deliver solutions that make SCCA a national leader in analytics for oncology.Build positive, productive relationships with clinical and business partners to understand their information needs, identify data science opportunities, and ensure our products add value. Partners may include SCCA executives, directors and managers, providers, researchers, administrators, clinical staff, and outside institutions or agenciesDevelop a robust understanding of SCCAís data and data systems ñ financial, operational and clinical ñ to ensure effective, reliable, and responsible use of dataBuild solutions that apply machine learning techniques to address complex business problems, derive actionable insights, and maximize decision-making confidenceLead or participate in all aspects of solution development, including exploratory data analysis, feature selection and engineering, model build, testing and deploymentCreate data visualizations and present solutions to technical and non-technical audiencesIdentify and implement industry best practices for data science in healthcareMake recommendations on technical infrastructure, analytic competencies, and project selection to inform and execute the strategy of the Advanced Analytics ProgramRequiredBA/BS in computer science, statistics, healthcare informatics or similar degree5+ years of applicable analytics or data science experienceDeep knowledge of machine learning techniques, such as statistical modeling, predictive modeling, natural language processingDemonstrated ability to apply machine learning to solve complex business problemsProficiency in Python or R programmingExtensive experience in exploratory data analysis, feature engineering, and data visualizationExperience with SQL relational databasesAbility to communicate and collaborate effectively with technical and non-technical audiencesHigh degree of personal initiative and strong problem-solving skillsPreferredMasterís degree or PhD in computer science, statistics, healthcare informatics or similar degreeFamiliarity with healthcare industry and/or experience working with healthcare data, especially in oncology or population healthExperience with model explanation/interpretation methodologies, such as LIME or Shapley valuesStrong data visualization skillsWe are committed to cultivating a workplace in which diverse perspectives and experiences are welcomed and respected. We are proud to be an Equal Opportunity and VEVRAA Employer. We do not discriminate on the basis of race, color, religion, creed, ancestry, national origin, sex, age, disability, marital or veteran status, sexual orientation, gender identity, political ideology, or membership in any other legally protected class. We are an Affirmative Action employer. We encourage individuals with diverse backgrounds to apply and desire priority referrals of protected veterans. If due to a disability you need assistance/and or a reasonable accommodation during the application or recruiting process, please send a request to our Employee Services Center at escmail@fredhutch.org or by calling 206-667-4700."
"120","","Position Title: Data Scientist Position Number: 297822Location: Bellevue, WADesired Skill Set: SQL, Python, Data ScientistPosition Description:**C2C and STEM-OPT are not available****Only U.S. Citizens and those authorized to work in the U.S. can be considered as W2 candidates.**Job title: Data ScientistDuration: 12 MonthsLocation: Bellevue, WA 98004Description:We look for inquisitive, life long learner with a keen interest on data driven decision making, e-commerce business and understanding customer behaviour. If this is you, read on! This position joins a team of data scientists / analysts working in a fast-faced, multidisciplinary, international environment focused on growing our business of Affiliate Marketing & Strategic Partnerships. You will collaborate with marketers and engineers to shape the Client customer experience. Flexibility and ability to learn quickly is vital as team members work on a wide variety of projects and rotate domains/roles/responsibilities regularly. Candidates must be highly self-motivated and work well with project deadlines. Responsibilities: ï Work with stakeholders to find workable solutions to our business problems on data. This will require ability to translate problems stated in business terms into quantitative approaches leading to projects starting small and aspiring to grow big if preliminary results are promising. ï Understand and develop measurement frameworks to track business performance ï Support Product and Engineering teams on assessing initiatives and guide via data insight next steps and priorities. ï Self-starter. Keep balance between starting as many promising workstreams as we can possibly afford while leading a short selection of projects to full completion and final application. Requirements: ï +3 years of experience, preferably in Marketing Analytics, preferably on B2C industry leader on positions with high visibility, responsibility and showing ability to transform and disrupt. ï Degree in a STEM discipline, Master degree or postgraduate education a big plus. ï Adept at problem solving using both textbook methods and novel viewpoints. Conscious risk taker, opportunity driven, motivated by innovative approaches out of our comfort zone. ï Able to spot and pursue opportunities as well as to translate high-level directions into practical projects and lead/drive their completion with minimal supervision. ï Excellent understanding of machine learning techniques and algorithms ï Experience with common data science and statistical toolkits / software environments: Hadoop, R, Python, others. ï Excellent scripting and programming skills: SQL is a must have. ï Experience on experimentation and qualification on statistical testing. ï Strong written and verbal communication skills, seasoned influencing skills.Send me a reminder to complete this applicationRose International is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender (expression or identity), national origin, arrest and conviction records, disability, veteran status or any other characteristic protected by law. Positions located in San Francisco and Los Angeles, California will be administered in accordance with their respective Fair Chance Ordinances.Rose International has an official agreement (ID #132522), effective June 30, 2008, with the U.S. Department of Homeland Security, U.S. Citizenship and Immigration Services, Employment Verification Program (E-Verify).(Posting required by OCGA 13/10-91.)"
"121","San Francisco, CA, USA","<p><b>Qualifications</b></p> <p> BA/BS Degree required (MS or PhD preferred).10 + Years in IT. 10+ years in development either java or Python, R etc.</p> <p> Need solid Deep Learning Computer Vision experience.</p> <p> 5+ years of industry experience in Machine Learning or related field.</p> <p> Extensive programming experience in Python and Java.</p> <p> Strong preference for programming experience in Spark framework and PySpark.</p> <p> Strong preference for hands-on experience with TensorFlow, Scikit-learn, PredictionIO, Spark MLlib, MXNet, Caffe, H2O or other ML Libraries.</p> <p> Basic knowledge on RESTful APIs.</p> <p> Familiar with various machine learning techniques and libraries.</p> <p> A plus to have working knowledge of Big Data (Hadoop, Cassandra, Spark, Kafka, YARN), real-time and batch processing.</p> <p> </p> <div>Anish<br /> Direct Number : 703 348 0047<br /> DESK Number : 703 310 6928 EXT: 134</div> <div>Email : anish.antrive@us.insigmainc.com</div>"
"122","South San Francisco, CA, USA","Hello,My name is Derek Montayre and Iím a Recruiter with The Fountain Group, a Nationwide Staffing Firm. Iím reaching out to see if you would be interested in a new Data Scientist position in South San Francisco for a prominent client of ours. Here is a brief job description:∑ The Data Scientist will primarily be responsible for the development and the deployment of machine learning methods in early clinical development with particular focus on the application to: protocol writing, clinical trial planning/forecasting, and study execution.∑ In addition, the data scientist may work to apply methods from the ECD AI (Artificial Intelligence) team to specific problem domains.∑ Lead key machine learning pilots to ensure successful completion and develop plans to integrate capabilities into the normal early clinical development process∑ Access, process, manipulate data of large volumes and from diverse sources (e.g. Oracle Clinical, Teradata, Medidata RAVE, ClinicalTrials.gov)∑ Development of new and novel machine learning methods for predictive modeling and simulation-based modeling∑ Project and predict business processes including clinical site activation, patient screening and enrollment∑ Detect trends and anomalies in data and analyses∑ Conduct ad hoc requests to support clinical development business needs\Possess in-depth knowledge of multiple real-world data assets and share information about these data to business partners and the ECDi team.If you are interested in hearing more, please respond to this with your resume attached"123","San Francisco, CA, USA","Join the Mobile Future with TapjoyTapjoy is a creative workplace, comprised of people with different backgrounds, cultures, skill sets, and global perspectives. With offices all over the globe, Tapjoy provides mobile engagement and monetization services for leading advertisers and app developers. Advertisers rely on Tapjoy's diverse suite of rewarded Interplayô ads including video and rich media to impact performance. Developers utilize our technology and mobile expertise to acquire and monetize users. The Tapjoy SDK is currently embedded in over 20,000 mobile apps, reaching 620 million monthly active users. Additionally, Tapjoy works with Fortune 500 brands and the Top 200 grossing app developers.Here at Tapjoy, we promote a Joyful, Engaged, Trustworthy, and Innovative workplace with our company core values, and regularly celebrate and recognize the people who embody our values. Tapjoy believes its people are its greatest investments and we take extra care to support your time inside and outside of work with a multitude of benefits. In order to maintain what makes us so special here, we are committed to continued education and involvement in our community to protect and expand our one-of-a-kind workplace.Position Title: Data ScientistPosition Description/Responsibilities: Tapjoy is seeking a Data Scientist.† Essential duties and responsibilities may include, but are not limited to, the following as additional roles and/or focus will be needed as the company and department continues to grow and evolve:ï††† Build a data-driven ad optimization system, working closely with the product teamï††† Constantly experiment and improve the relevancy of the recommendation/ad optimization systemï††† Invent and improve algorithms given a set of business cases and help implement them in productionï††† Work with the product/engineering team to implement, test and deploy the solution on Hadoop clusterCore Competencies include: ï††† Passionate about building data science productï††† Great Communicator about complex algorithmic works as easy-to-understand story tellingï††† Self-Starter about game-changing algorithms and motivated to test at billions scaled dataRequirements: ï††† M.S in Computer Science, Statistics or similar applied technical field / B.S + 2~5yrs relevant expï††† Must be hands-on statistics and machine learning related industry projectsï††† High proficiency in writing efficient and reliable code in script languages such as Python, Ruby or Perlï††† Understanding of RDBMS, SQL and NoSQL alternativesï††† Understand major recommendation algorithms (Collaborative Filtering, Statistical Hypothesis Testing, Boosting method)ï††† Understand various ad optimization algorithms (CTR prediction, eCPM optimization, user targeting and segmentation, RTB and real-time optimization)ï††† Strong understanding of Algorithms, Data Structures and Data Miningï††† Ability to work in a fast paced, test-driven collaborative and iterative programming environmentï††† Experience with Hadoop/Hbase/Pig or MapReduce/Mahout/Bigtable is a plusTapjoy is a one-of-a-kind workplace, comprised of people with different backgrounds, cultures, skill sets and global perspectives. In order to maintain what makes us so special here, we support work-life balance both inside and outside the office in many ways.If you want to learn about building an amazing team with industry-leading technology, you want to surround yourself with brilliant, passionate entrepreneurial teammates at Tapjoy.Tapjoy is an equal opportunity employer. We believe that diversity and inclusion lead to stronger, more innovative teams and better business results; we want to draw from the broadest talent pool possible and encourage qualified applicants. Tapjoy does not discriminate on the basis of sex, race, ethnicity, color, age, sexual orientation, gender (including identity and expression), disability (mental or physical), religion, national origin, citizenship, marital status, military or veteran status, or any other protected classification protected by applicable law; we will provide reasonable accommodations for qualified individuals with disabilities, and pursuant to applicable fair chance ordinances, we will consider for employment qualified applicants with arrest and conviction records.For more information, please visit†www.tapjoy.com."
"124","San Francisco, CA, USA","The Company:Our client is dedicated to helping our members lead healthy financial lives. That's why they offer an award-winning bank account that doesn't charge unnecessary fees, gives members early access to their paychecks, and helps them save money automatically. Hundreds of thousands of people use their mobile app and debit card to make purchases, track spending, save for the future, and more. Their members love the product and use it daily.They believes that the big banks fail to help their members achieve financial health - and in many cases work against it, charging hundreds of dollars in hidden fees and pushing products that drive people into debt. They don't think it needs to be this way, so they're out to beat them.They have one of the most experienced management teams in Fintech and recently raised $70M (series C) funding round from top-tier investors to fuel their rapid growth. If you're looking to join a small but fast-growing company with a beloved, daily-use product and an authentic mission that puts people first, our client wants to meet you.The Role:Our client is mining vast amounts of data to protect our members and ourselves from fraudsters. Their Data Scientists play an absolutely pivotal role in the company, creating the models that allow them to evaluate the risk of various types of banking transactions in realtime in unprecedentedly holistic, efficient, and accurate ways.What You'll Do:Build production fraud and transaction based machine learning models; your models will decide which transactions we will approve or decline in real time.Work very closely with the Data Engineering team to ensure that we have the data needed by your models instantly available at scale in real time. What They Look For:Passion and drive to change consumer banking for the better3+ years industry experience or PhD in related field (Computer Science, Statistics, Machine Learning)Deep understanding of and experience with machine learning, data analytics, and statistical modelsStrong programming abilityAdvanced degree (MS/PhD) strongly preferredThey Provide:Competitive salary based on experience, with medical and dental benefits.Free snacks and drinks, plus catered Wednesday lunches.Flexible vacation policy.Monthly happy hours and company events.Dog-friendly office.A challenging and fulfilling opportunity to join one of the most experienced teams in fintech and help create a completely new kind of bank."
"125","San Francisco, CA, USA","MissionGalleon stands apart from our competitors in our ability to answer our customersí complex questions with data-backed insights. Today, we typically only perform deep analysis when customers ask us to. In the future, we want our product to proactively deliver these insights to customers without them even asking.Your mission will be to make this goal a reality using the latest machine learning and/or data science techniques while supporting our ad-hoc data analysis needs in the short term.If you are successful, you will have the chance to build a data science team out under you. We believe that the ability to deliver custom data analytics to our customers at scale, without compromising our SaaS roots, is the key to winning our market in the long run. You will play a critical role in getting us there.OutcomesIf you are able to perform the following, you will be successful in this role:Work with and improve on a sophisticated data infrastructure that allows us to repeatedly and robustly execute complex queries for customers.Build robust products to power our internal and customer-facing analytics tools.Undertake ad-hoc data analysis projects for clients, translating their questions into elegant, data-backed solutions and recommendations.Develop new ideas for data-driven products that set us apart from our competitors.CompetenciesPython and SQLYou are ninja in your text editor of choice, and sling Python and SQL with equal proficiency. You know how to analyze query performance, spot N+1 query problems, and optimize complex joins. Finally, you love writing efficient, well-documented, and robust code, because our customers rely on our tools to answer the toughest questions in a momentís notice.Business communicationYou are not only an expert at attaining quantitative results; you are equally skilled at translating them with layman-friendly written explanations, data, and data visualizations.Domain expertiseYou are ready to become an obsessive student of the parcel shipping industry. You are not phased by the prospect of calling customer service lines, scouring documentation and doing forensic analysis to understand the patterns you see in data. The idea of fine-tuning a customerís shipping setup as if it were a Formula 1 race car engine fills you with nerdy excitement.Project managementYou do not need a PM ó you are a PM. You are adept at making trade-offs between technical needs and business needs. You understand that sometimes, the perfect is the enemy of the good. You have strong intuitions about which corners can be cut to deliver projects on time, and which simply cannot.Compassion for our customersYou acknowledge that Galleon lives and dies by the relationships it creates with its customers. You sincerely care that our customers get exactly what they want out of our service."
"126","","U.S. Bank is seeking a proficient **Data Scientist** who will be responsible for working on big data/analytics projects that gather and integrate large volumes of data, performs analysis, interprets results and develops actionable insights and recommendations for use across the company.**Additional Responsibilities:**+ Identifies, analyzes and interprets trends or patterns in complex data in order to provide answers to business questions as well as provide recommendations for action. + Interprets data and analyze results using various statistical techniques and tools. + Presents data and analysis in a clear and concise manner allowing the audience to quickly understand the results and recommendations so they activate upon them and make data driven decisions. + Collaborate with various partners to provide a holistic view of the analysis. + Measures and monitors results of applied recommendations and present adjustments. Ensures all data acquisition, sharing and results of applied recommendations are compliant with company standards.**Qualifications:****Basic Qualifications**- Bachelor's degree, or equivalent work experience- 5 years of statistical analytics experience**Preferred Skills/Experience**- Experience with R stats, SQL and Greenplum- Understanding of Python and tools that work with Hadoop and R stats such as Hive, PIG, Matlab- Familiarity with PHP- Experience in SQL/SAS for querying data and for data manipulation/transformation- Experience in analytics, advanced analytics/statistics, predictive modeling- Strong analytic skills with the ability to extract, collect, organize, analyze and interpret trends or patterns in complex data sets**Job:** Information Technology**Primary Location:** CA-CA-San Francisco**Shift:** 1st - Daytime**Average Hours Per Week:** 40**Requisition ID:** 180038327**Other Locations:** Texas-TX-Dallas, Georgia-GA-AtlantaU.S. Bank is an Equal Opportunity Employer committed to creating a diverse workforce.U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors."
